A Number,First Name,Last Name,Birthdate,Country Of Origin,Gender,Port of Entry,Digitized Flag
813240171,Barney,Gorrissen,4/17/1951,Peru,Male,"Buffalo, New York - 0901",false
782934779,Steffie,Keitch,6/3/1951,Indonesia,Genderfluid,"Tucson, Arizona - 2609",false
959536393,Ingaberg,Pegden,7/24/1991,China,Genderfluid,"Amarillo, Texas - 5502",true
272997656,Suzy,Newcombe,5/16/1979,China,Non-binary,"Calexico East - Class A, California - 2507",false
490880850,Lenette,MacGillavery,5/10/1996,Peru,Bigender,"Rio Grande City, Texas - 2307",true
616773216,Sadie,Canto,5/18/1971,Central African Republic,Non-binary,"Calexico East - Class A, California - 2507",false
458949541,Ardisj,Oris,4/29/1984,Portugal,Female,"Buffalo, New York - 0901",false
276039336,Rance,Eagleton,11/23/1967,China,Bigender,"Amarillo, Texas - 5502",false
714987009,Helen-elizabeth,Ertelt,2/18/1962,China,Genderfluid,"Buffalo, New York - 0901",false
196506360,Storm,Parman,5/26/1964,China,Agender,"Albuquerque, New Mexico - 2407",true
703275305,Max,Bisterfeld,4/19/1979,Poland,Bigender,"Albuquerque, New Mexico - 2407",false
458564119,Anselma,Kobu,12/19/1967,China,Non-binary,"Tucson, Arizona - 2609",false
388951107,Janessa,Fullman,11/19/1975,Russia,Female,"Calexico East - Class A, California - 2507",true
157355935,Maurits,Snaith,5/21/1989,Somalia,Non-binary,"Nogales, Arizona - 2604",true
948628195,Godfree,Wormleighton,9/30/1982,Portugal,Non-binary,"Tucson, Arizona - 2609",false
319079793,Anatole,Cuss,12/12/1988,Australia,Genderfluid,"Rio Grande City, Texas - 2307",false
416278659,Cora,Briiginshaw,6/3/1990,Indonesia,Female,"Tucson, Arizona - 2609",false
385037130,Mattie,Glowacki,12/19/1951,Indonesia,Polygender,"Buffalo, New York - 0901",false
810588314,Sybyl,Maffia,8/31/1973,China,Bigender,"Albuquerque, New Mexico - 2407",true
351627158,Jodi,Sandwick,8/8/1972,Portugal,Non-binary,"Amarillo, Texas - 5502",false
795789640,Fredric,Nial,6/10/1989,Slovenia,Agender,"Rio Grande City, Texas - 2307",false
119631304,Christophorus,MacVagh,1/29/1995,Nigeria,Genderfluid,"Nogales, Arizona - 2604",false
961435976,Goldarina,Yerson,5/3/1980,China,Polygender,"Buffalo, New York - 0901",false
742276578,Elladine,Mayman,4/7/1979,Colombia,Male,"Nogales, Arizona - 2604",false
781491849,Brian,Platts,3/3/1960,France,Male,"Rio Grande City, Texas - 2307",false
447700675,Eda,Sones,7/29/1953,South Africa,Male,"Calexico East - Class A, California - 2507",true
222281068,Weidar,Collete,12/26/1991,Peru,Genderfluid,"Amarillo, Texas - 5502",false
373687083,Shayna,Twinborough,9/29/1967,Philippines,Polygender,"Albuquerque, New Mexico - 2407",true
679556872,Hyacinthe,Barbrook,3/17/1997,Russia,Bigender,"Amarillo, Texas - 5502",true
809186243,Tommy,Dunley,4/21/1977,Russia,Female,"Rio Grande City, Texas - 2307",false
851956667,Derril,Budd,10/18/1992,Czech Republic,Genderqueer,"Rio Grande City, Texas - 2307",true
693534078,Maddy,Mitchenson,1/24/1984,China,Non-binary,"Buffalo, New York - 0901",true
437852061,Archibaldo,Conroy,12/3/1972,Portugal,Polygender,"Nogales, Arizona - 2604",true
548006081,Edgardo,Mawhinney,3/20/1976,China,Female,"Tucson, Arizona - 2609",false
543784690,Marion,Grayley,2/12/1963,Curacao,Genderfluid,"Rio Grande City, Texas - 2307",true
613149122,Hiram,Lombard,9/29/1957,Syria,Agender,"Albuquerque, New Mexico - 2407",false
910470825,Farlay,McArthur,11/15/1986,Nigeria,Agender,"Tucson, Arizona - 2609",true
157482306,Paulita,Wasiel,8/24/1964,Philippines,Agender,"Amarillo, Texas - 5502",false
815883863,Sheila-kathryn,Frearson,9/11/1965,Israel,Agender,"Calexico East - Class A, California - 2507",false
476419904,Mavis,Trangmar,7/9/1987,China,Non-binary,"Tucson, Arizona - 2609",false
904667750,Greer,Yearsley,8/17/1955,Madagascar,Female,"Rio Grande City, Texas - 2307",true
567911560,Vinnie,MacGowing,11/9/1993,Cyprus,Genderfluid,"Albuquerque, New Mexico - 2407",true
704947339,Dawna,Lorinez,11/5/1973,Ireland,Female,"Albuquerque, New Mexico - 2407",true
811462364,Murray,Haily,3/19/1990,Russia,Male,"Nogales, Arizona - 2604",true
229243870,Hadria,Pickup,7/3/1970,Mexico,Non-binary,"Rio Grande City, Texas - 2307",true
709516895,Tonya,Ploughwright,10/27/1980,Indonesia,Genderfluid,"Rio Grande City, Texas - 2307",true
906867193,Cornall,Canepe,2/2/1970,United States,Bigender,"Calexico East - Class A, California - 2507",false
710866327,Dun,Spehr,6/4/1958,Indonesia,Genderqueer,"Amarillo, Texas - 5502",true
324815867,Denna,Mackstead,4/17/1951,China,Genderqueer,"Tucson, Arizona - 2609",false
765897494,Ely,Medlin,10/6/1971,Russia,Genderfluid,"Nogales, Arizona - 2604",false
461859300,Kevin,Furze,4/15/1965,Sweden,Bigender,"Albuquerque, New Mexico - 2407",true
570449103,Morey,Frier,6/24/1991,Argentina,Non-binary,"Buffalo, New York - 0901",false
732445372,Kaila,Beven,5/14/1990,Indonesia,Polygender,"Tucson, Arizona - 2609",false
692178548,Dedie,Doick,10/29/1990,Afghanistan,Bigender,"Albuquerque, New Mexico - 2407",true
225585014,Cate,Gong,1/14/1966,Indonesia,Bigender,"Albuquerque, New Mexico - 2407",true
656488682,Leonard,Furmston,3/27/1996,South Korea,Male,"Albuquerque, New Mexico - 2407",false
649578710,Zondra,Jelf,10/14/1990,Portugal,Agender,"Albuquerque, New Mexico - 2407",true
907293178,Kayley,Biaggi,9/29/1987,China,Female,"Albuquerque, New Mexico - 2407",false
326029544,Micki,Lace,6/23/1953,United States,Genderfluid,"Buffalo, New York - 0901",true
944313691,Tiffy,Geach,10/17/1977,Indonesia,Genderfluid,"Rio Grande City, Texas - 2307",false
175738357,Ferrell,Jendrassik,3/4/1984,East Timor,Male,"Nogales, Arizona - 2604",false
553436308,Raffarty,Rajchert,2/7/1962,Poland,Female,"Rio Grande City, Texas - 2307",false
864999985,Blinni,Mewha,7/16/1961,Israel,Non-binary,"Albuquerque, New Mexico - 2407",false
256956776,Nevins,Ollive,3/17/1969,Indonesia,Polygender,"Nogales, Arizona - 2604",false
837475660,Mylo,Robberecht,4/19/1981,Madagascar,Agender,"Tucson, Arizona - 2609",true
885031015,Urbain,Street,9/1/1957,Indonesia,Bigender,"Nogales, Arizona - 2604",true
305505387,Clair,Grisard,6/12/1991,China,Genderqueer,"Rio Grande City, Texas - 2307",false
117383750,Adelaida,Laister,4/25/1956,Indonesia,Non-binary,"Rio Grande City, Texas - 2307",true
799888465,Jeanelle,De Bruijn,9/26/1998,China,Non-binary,"Rio Grande City, Texas - 2307",true
632176614,Blisse,Kevis,4/15/1963,China,Genderqueer,"Albuquerque, New Mexico - 2407",false
586039181,Etty,Ryton,9/12/1971,Sweden,Genderfluid,"Albuquerque, New Mexico - 2407",true
371996169,Giulio,Yarnley,4/29/1967,Armenia,Polygender,"Calexico East - Class A, California - 2507",true
836810940,Pearce,Grice,1/9/1974,Greece,Polygender,"Tucson, Arizona - 2609",true
922970318,Tulley,Leftridge,4/4/1951,France,Bigender,"Amarillo, Texas - 5502",true
742756173,Bendite,Carwardine,8/29/1967,Pakistan,Non-binary,"Rio Grande City, Texas - 2307",true
767962920,Justina,Lechmere,12/9/1969,Philippines,Female,"Tucson, Arizona - 2609",false
217702002,Joni,Brodeur,1/4/1966,China,Genderfluid,"Rio Grande City, Texas - 2307",false
400461480,Gib,Prendeville,12/25/1977,Slovenia,Male,"Nogales, Arizona - 2604",true
212383623,Patrica,Kytley,7/10/1978,United States,Genderfluid,"Nogales, Arizona - 2604",true
269174292,Kyle,Yell,4/9/1950,Russia,Agender,"Calexico East - Class A, California - 2507",true
322415105,Casar,Harman,9/16/1982,Indonesia,Bigender,"Calexico East - Class A, California - 2507",true
673650940,Aloin,Thresh,10/27/1957,China,Genderfluid,"Tucson, Arizona - 2609",true
701164707,Cortie,Hirthe,7/12/1973,Russia,Agender,"Buffalo, New York - 0901",true
210720580,Aldrich,McGibbon,12/10/1971,Czech Republic,Non-binary,"Buffalo, New York - 0901",false
479581265,Peterus,Van Halen,10/30/1961,Indonesia,Male,"Albuquerque, New Mexico - 2407",false
243417599,Dara,Desson,2/23/1967,Portugal,Non-binary,"Rio Grande City, Texas - 2307",true
397963026,Jennie,Korlat,9/27/1966,China,Polygender,"Albuquerque, New Mexico - 2407",true
154690327,Martita,Dimeloe,12/16/1978,China,Genderqueer,"Amarillo, Texas - 5502",false
241998358,Tracy,Tuffell,6/2/1952,Croatia,Female,"Amarillo, Texas - 5502",true
568572207,Randi,Stag,4/12/1998,Philippines,Genderqueer,"Rio Grande City, Texas - 2307",true
750333103,Letitia,Marion,3/25/1956,Russia,Agender,"Rio Grande City, Texas - 2307",true
567383898,Mackenzie,Duffyn,8/23/1968,Ukraine,Agender,"Tucson, Arizona - 2609",false
934608478,Gail,Netti,7/21/1962,Canada,Genderqueer,"Albuquerque, New Mexico - 2407",true
696358000,North,Plenty,1/3/1966,South Africa,Female,"Albuquerque, New Mexico - 2407",true
471543970,Reginauld,Sibray,12/12/1997,France,Genderfluid,"Calexico East - Class A, California - 2507",true
985826367,Grayce,Affron,8/28/1965,France,Genderfluid,"Nogales, Arizona - 2604",false
741398343,Brandon,Ramelot,8/24/1953,Japan,Male,"Amarillo, Texas - 5502",false
151762138,Madeleine,Kleinschmidt,6/17/1968,United Kingdom,Non-binary,"Buffalo, New York - 0901",false
183718383,Brittani,Jack,12/14/1972,Palestinian Territory,Non-binary,"Tucson, Arizona - 2609",false
722957740,Alfons,Tremathack,3/16/1979,Bulgaria,Polygender,"Buffalo, New York - 0901",false
808036159,Lissi,Comberbeach,1/26/1981,Poland,Non-binary,"Nogales, Arizona - 2604",false
326166063,Donnie,Housden,11/3/1992,China,Female,"Tucson, Arizona - 2609",false
644658929,Luce,Ambrosetti,6/4/1999,Poland,Genderqueer,"Calexico East - Class A, California - 2507",true
608469817,Larissa,Sever,11/7/1965,Luxembourg,Agender,"Albuquerque, New Mexico - 2407",true
115227828,Keith,Deans,2/9/1996,Bulgaria,Bigender,"Amarillo, Texas - 5502",true
972508769,Nil,Parfrey,10/5/1976,Sweden,Female,"Amarillo, Texas - 5502",true
311717938,Mathe,Blakelock,1/7/1971,Malta,Bigender,"Albuquerque, New Mexico - 2407",true
713279124,Louie,O'Doran,3/2/1991,Sweden,Polygender,"Tucson, Arizona - 2609",true
845506976,Mel,Canti,7/6/1971,China,Genderqueer,"Rio Grande City, Texas - 2307",false
553793675,Michale,Milmith,7/6/1983,Nigeria,Polygender,"Calexico East - Class A, California - 2507",true
482076786,Margy,Doyley,4/10/1981,Sierra Leone,Male,"Buffalo, New York - 0901",true
803666624,Roslyn,McAvin,12/15/1972,Argentina,Bigender,"Nogales, Arizona - 2604",false
348152839,Gallard,Edwardson,7/11/1968,Russia,Agender,"Albuquerque, New Mexico - 2407",false
964854559,Pearla,Teligin,11/1/1950,China,Female,"Rio Grande City, Texas - 2307",false
216476257,Shara,Delepine,2/3/1977,France,Genderfluid,"Tucson, Arizona - 2609",false
634380710,Launce,Haycroft,4/10/1951,China,Polygender,"Nogales, Arizona - 2604",false
436042792,Clifford,Regenhardt,11/22/1980,Russia,Non-binary,"Rio Grande City, Texas - 2307",false
415055023,Marti,Adenet,12/2/1961,Indonesia,Non-binary,"Buffalo, New York - 0901",false
385115576,Jourdain,Whelan,8/19/1998,Zambia,Male,"Amarillo, Texas - 5502",false
744719550,Lothario,Peacey,8/18/1979,China,Bigender,"Rio Grande City, Texas - 2307",false
465672353,Corabelle,Back,1/31/1970,Philippines,Female,"Nogales, Arizona - 2604",true
693915199,Georgena,Lyst,5/26/1952,China,Bigender,"Tucson, Arizona - 2609",true
660472374,Pam,MacRury,7/1/1957,Russia,Male,"Calexico East - Class A, California - 2507",true
194899148,Thomasa,Heball,6/13/1991,Philippines,Male,"Calexico East - Class A, California - 2507",true
558290037,Bette-ann,Leap,8/1/1961,Philippines,Genderfluid,"Albuquerque, New Mexico - 2407",true
236089540,Antonetta,Krauss,3/13/1972,Brazil,Polygender,"Nogales, Arizona - 2604",true
284567295,Brandy,Cuvley,11/11/1990,Poland,Male,"Albuquerque, New Mexico - 2407",true
888679769,Sterne,Vint,12/31/1970,Russia,Male,"Tucson, Arizona - 2609",false
482794745,Stanfield,Alcoran,9/22/1950,Indonesia,Bigender,"Amarillo, Texas - 5502",false
526253699,Thoma,Wemm,1/10/1963,Indonesia,Genderqueer,"Calexico East - Class A, California - 2507",true
691861414,Durante,Andrzejewski,9/23/1980,Mexico,Genderqueer,"Tucson, Arizona - 2609",false
192702004,Elva,Trewhella,8/30/1973,Peru,Non-binary,"Rio Grande City, Texas - 2307",false
286519153,Averill,Stockdale,3/6/1988,Madagascar,Genderqueer,"Nogales, Arizona - 2604",true
649124110,Jacobo,Surcombe,12/23/1977,France,Genderqueer,"Calexico East - Class A, California - 2507",false
533830011,Sarge,Teodoro,6/3/1961,Sweden,Male,"Tucson, Arizona - 2609",false
209150475,Shannah,Lambricht,2/20/1961,Philippines,Bigender,"Amarillo, Texas - 5502",true
537395587,Colette,Chisnell,3/22/1981,China,Bigender,"Albuquerque, New Mexico - 2407",false
906475384,Edwin,Hodgon,3/13/1983,Russia,Polygender,"Albuquerque, New Mexico - 2407",false
815715084,Conn,Catley,12/16/1987,Peru,Female,"Nogales, Arizona - 2604",false
827074239,Rebeka,Micklewright,2/28/1976,China,Bigender,"Albuquerque, New Mexico - 2407",false
252404474,Dacia,Bruniges,4/30/1965,Portugal,Agender,"Tucson, Arizona - 2609",true
752020175,Roz,Pyrah,3/8/1962,Japan,Female,"Albuquerque, New Mexico - 2407",false
