Id,Name,Birthdate__c,Country_Of_Origin__c,Digitized_Flag__c,First_Name__c,Gender__c,Last_Name__c,Port_of_Entry__c,Handcrafted_for_eWRTS_Demo_Scenario__c
a003B000005F2QQQA0,340031612,1956-02-06,Portugal,false,Clerissa,Non-binary,Ben,"Tucson, Arizona - 2609",true
a003B000005F2QRQA0,209246907,1984-10-24,Morocco,true,Adelle,Non-binary,King,"Rio Grande City, Texas - 2307",true
a003B000005F2QSQA0,564492514,1965-05-02,Ukraine,true,Lyndel,Genderqueer,Hardwicke,"Nogales, Arizona - 2604",true
a003B000005F2QTQA0,766727703,1979-10-10,China,true,Ruperto,Polygender,Mannin,"Albuquerque, New Mexico - 2407",true
a003B000005F2QUQA0,702846269,1967-06-17,Sweden,false,Helena,Female,Kaasman,"Calexico East - Class A, California - 2507",true
a003B000005F2QVQA0,446045748,1953-01-12,Indonesia,false,Collen,Genderqueer,Cristoforetti,"Buffalo, New York - 0901",true
a003B000005F2QWQA0,900877944,1958-06-19,China,true,Nannie,Female,Nellis,"Tucson, Arizona - 2609",true
a003B000005F2QXQA0,629220390,1986-08-07,Latvia,true,Elfie,Polygender,Pimbley,"Albuquerque, New Mexico - 2407",true
a003B000005F2QYQA0,640331761,1955-05-20,Russia,false,Booth,Genderfluid,Inglese,"Rio Grande City, Texas - 2307",true
a003B000005F2QZQA0,267609970,1953-11-28,China,true,Camel,Genderqueer,McNicol,"Calexico East - Class A, California - 2507",true
a003B000005F2QaQAK,342102767,1988-06-11,China,true,Marcelia,Genderqueer,Garfirth,"Tucson, Arizona - 2609",true
a003B000005F2QbQAK,102545743,1955-01-16,Guatemala,false,Frederik,Bigender,Slaght,"Buffalo, New York - 0901",true
a003B000005F2QcQAK,274274155,1971-12-20,South Africa,true,Flory,Polygender,Slocum,"Tucson, Arizona - 2609",true
a003B000005F2QdQAK,894687972,1970-11-21,China,true,Bebe,Genderfluid,Signe,"Nogales, Arizona - 2604",true
a003B000005F2QeQAK,215367627,1968-12-15,Poland,true,Aindrea,Agender,Emblow,"Calexico East - Class A, California - 2507",true
a003B000005F2QfQAK,875934688,1996-11-27,China,false,Garey,Genderqueer,Francello,"Nogales, Arizona - 2604",true
a003B000005F2QgQAK,850383421,1950-09-28,China,false,Eda,Genderqueer,Storre,"Tucson, Arizona - 2609",true
a003B000005F2QhQAK,226288759,1953-08-02,France,true,Ezra,Genderqueer,Kinchin,"Buffalo, New York - 0901",true
a003B000005F2QiQAK,614443071,1961-04-07,Indonesia,true,Cecil,Non-binary,Radnage,"Tucson, Arizona - 2609",true
a003B000005F2QjQAK,246628856,1967-04-19,Brazil,false,Lennard,Female,Bastide,"Albuquerque, New Mexico - 2407",true
a003B000005F2QkQAK,176254950,1968-07-21,Argentina,false,Christoffer,Polygender,Redhole,"Calexico East - Class A, California - 2507",true
a003B000005F2QlQAK,967710206,1984-05-03,Philippines,false,Mikaela,Female,Hawkey,"Tucson, Arizona - 2609",true
a003B000005F2QmQAK,446985142,1982-04-27,Ecuador,true,Kristo,Non-binary,Varah,"Calexico East - Class A, California - 2507",true
a003B000005F2QnQAK,826001253,1957-10-01,Indonesia,false,Ferris,Genderfluid,Hazlegrove,"Calexico East - Class A, California - 2507",true
a003B000005F2QoQAK,558957749,1962-11-10,Indonesia,true,Laurice,Genderfluid,Clucas,"Calexico East - Class A, California - 2507",true
a003B000005F2QpQAK,112944860,1950-10-26,Indonesia,false,Nikolia,Polygender,Levene,"Tucson, Arizona - 2609",true
a003B000005F2QqQAK,906549873,1977-10-28,Chile,false,Rosabella,Male,Iacovuzzi,"Albuquerque, New Mexico - 2407",true
a003B000005F2QrQAK,563881327,1989-04-28,Portugal,false,Cate,Female,Side,"Albuquerque, New Mexico - 2407",true
a003B000005F2QsQAK,104425019,1968-07-03,South Korea,true,Noe,Genderqueer,Couves,"Amarillo, Texas - 5502",true
a003B000005F2QtQAK,111221194,1968-12-17,France,true,Bette,Non-binary,McGilben,"Tucson, Arizona - 2609",true
a003B000005F2QuQAK,488241976,1952-05-04,Indonesia,false,Ofilia,Bigender,Richford,"Buffalo, New York - 0901",true
a003B000005F2QvQAK,637675695,1987-10-24,Cameroon,true,Klarrisa,Genderqueer,Talks,"Nogales, Arizona - 2604",true
a003B000005F2QwQAK,889487307,1957-08-29,China,false,Ethelda,Non-binary,Norvill,"Buffalo, New York - 0901",true
a003B000005F2QxQAK,335144029,1999-11-10,Mexico,true,Conney,Bigender,Doleman,"Nogales, Arizona - 2604",true
a003B000005F2QyQAK,307974454,1976-10-30,Venezuela,true,Roana,Female,Cutmare,"Albuquerque, New Mexico - 2407",true
a003B000005F2QzQAK,976481437,1970-03-20,Poland,true,Stacia,Agender,Gibling,"Buffalo, New York - 0901",true
a003B000005F2R0QAK,471324578,1960-01-21,Albania,true,Bertrand,Genderfluid,Rosewarne,"Albuquerque, New Mexico - 2407",true
a003B000005F2R1QAK,677748956,1987-05-31,China,true,Bourke,Genderfluid,Blezard,"Calexico East - Class A, California - 2507",true
a003B000005F2R2QAK,711307444,1952-06-06,South Africa,true,Horatio,Bigender,Glendining,"Rio Grande City, Texas - 2307",true
a003B000005F2aXQAS,621875323,1988-08-29,China,true,Cathryn,Non-binary,Wicklen,"Tucson, Arizona - 2609",true
a003B000005F2aYQAS,809921812,1962-10-27,Indonesia,true,Sterling,Bigender,Barkas,"Amarillo, Texas - 5502",true
a003B000005F2aZQAS,991686072,1997-01-12,Azerbaijan,true,Thebault,Non-binary,Rearie,"Buffalo, New York - 0901",true
a003B000005F2aaQAC,781804383,1991-06-27,China,false,Nelle,Polygender,Noor,"Buffalo, New York - 0901",true
a003B000005F2abQAC,961296947,1992-01-01,Venezuela,true,Emlyn,Agender,Bloschke,"Amarillo, Texas - 5502",true
a003B000005F2acQAC,300390092,1959-04-10,Brazil,false,Friedrich,Genderqueer,Honack,"Tucson, Arizona - 2609",true
a003B000005F2adQAC,230299871,1974-07-14,Germany,true,Evelyn,Polygender,Joysey,"Albuquerque, New Mexico - 2407",true
a003B000005F2aeQAC,478334200,1972-11-26,China,false,Hussein,Female,Pracy,"Nogales, Arizona - 2604",true
a003B000005F2afQAC,874651211,1953-05-10,Slovenia,true,Temple,Genderqueer,Staniford,"Calexico East - Class A, California - 2507",true
a003B000005F2agQAC,813240171,1951-04-17,Peru,false,Barney,Male,Gorrissen,"Buffalo, New York - 0901",true
a003B000005F2ahQAC,782934779,1951-06-03,Indonesia,false,Steffie,Genderfluid,Keitch,"Tucson, Arizona - 2609",true
a003B000005F2aiQAC,959536393,1991-07-24,China,true,Ingaberg,Genderfluid,Pegden,"Amarillo, Texas - 5502",true
a003B000005F2ajQAC,272997656,1979-05-16,China,false,Suzy,Non-binary,Newcombe,"Calexico East - Class A, California - 2507",true
a003B000005F2akQAC,490880850,1996-05-10,Peru,true,Lenette,Bigender,MacGillavery,"Rio Grande City, Texas - 2307",true
a003B000005F2alQAC,616773216,1971-05-18,Central African Republic,false,Sadie,Non-binary,Canto,"Calexico East - Class A, California - 2507",true
a003B000005F2amQAC,458949541,1984-04-29,Portugal,false,Ardisj,Female,Oris,"Buffalo, New York - 0901",true
a003B000005F2anQAC,276039336,1967-11-23,China,false,Rance,Bigender,Eagleton,"Amarillo, Texas - 5502",true
a003B000005F2aoQAC,714987009,1962-02-18,China,false,Helen-elizabeth,Genderfluid,Ertelt,"Buffalo, New York - 0901",true
a003B000005F2apQAC,196506360,1964-05-26,China,true,Storm,Agender,Parman,"Albuquerque, New Mexico - 2407",true
a003B000005F2aqQAC,703275305,1979-04-19,Poland,false,Max,Bigender,Bisterfeld,"Albuquerque, New Mexico - 2407",true
a003B000005F2arQAC,458564119,1967-12-19,China,false,Anselma,Non-binary,Kobu,"Tucson, Arizona - 2609",true
a003B000005F2asQAC,388951107,1975-11-19,Russia,true,Janessa,Female,Fullman,"Calexico East - Class A, California - 2507",true
a003B000005F2atQAC,157355935,1989-05-21,Somalia,true,Maurits,Non-binary,Snaith,"Nogales, Arizona - 2604",true
a003B000005F2auQAC,948628195,1982-09-30,Portugal,false,Godfree,Non-binary,Wormleighton,"Tucson, Arizona - 2609",true
a003B000005F2avQAC,319079793,1988-12-12,Australia,false,Anatole,Genderfluid,Cuss,"Rio Grande City, Texas - 2307",true
a003B000005F2awQAC,416278659,1990-06-03,Indonesia,false,Cora,Female,Briiginshaw,"Tucson, Arizona - 2609",true
a003B000005F2axQAC,385037130,1951-12-19,Indonesia,false,Mattie,Polygender,Glowacki,"Buffalo, New York - 0901",true
a003B000005F2ayQAC,810588314,1973-08-31,China,true,Sybyl,Bigender,Maffia,"Albuquerque, New Mexico - 2407",true
a003B000005F2azQAC,351627158,1972-08-08,Portugal,false,Jodi,Non-binary,Sandwick,"Amarillo, Texas - 5502",true
a003B000005F2b0QAC,795789640,1989-06-10,Slovenia,false,Fredric,Agender,Nial,"Rio Grande City, Texas - 2307",true
a003B000005F2b1QAC,119631304,1995-01-29,Nigeria,false,Christophorus,Genderfluid,MacVagh,"Nogales, Arizona - 2604",true
a003B000005F2b2QAC,961435976,1980-05-03,China,false,Goldarina,Polygender,Yerson,"Buffalo, New York - 0901",true
a003B000005F2b3QAC,742276578,1979-04-07,Colombia,false,Elladine,Male,Mayman,"Nogales, Arizona - 2604",true
a003B000005F2b4QAC,781491849,1960-03-03,France,false,Brian,Male,Platts,"Rio Grande City, Texas - 2307",true
a003B000005F2b5QAC,447700675,1953-07-29,South Africa,true,Eda,Male,Sones,"Calexico East - Class A, California - 2507",true
a003B000005F2b6QAC,222281068,1991-12-26,Peru,false,Weidar,Genderfluid,Collete,"Amarillo, Texas - 5502",true
a003B000005F2b7QAC,373687083,1967-09-29,Philippines,true,Shayna,Polygender,Twinborough,"Albuquerque, New Mexico - 2407",true
a003B000005F2b8QAC,679556872,1997-03-17,Russia,true,Hyacinthe,Bigender,Barbrook,"Amarillo, Texas - 5502",true
a003B000005F2b9QAC,809186243,1977-04-21,Russia,false,Tommy,Female,Dunley,"Rio Grande City, Texas - 2307",true
a003B000005F2bAQAS,851956667,1992-10-18,Czech Republic,true,Derril,Genderqueer,Budd,"Rio Grande City, Texas - 2307",true
a003B000005F2R3QAK,629972420,1995-11-04,China,true,Leandra,Bigender,Aronstein,"Nogales, Arizona - 2604",true
a003B000005F2R4QAK,307923043,1969-06-13,Czech Republic,false,Erik,Female,Claw,"Buffalo, New York - 0901",true
a003B000005F2R5QAK,108392392,1985-04-25,France,false,Natassia,Bigender,Fulger,"Amarillo, Texas - 5502",true
a003B000005F2R6QAK,624817737,1957-03-20,Russia,false,Wandie,Bigender,De Maine,"Nogales, Arizona - 2604",true
a003B000005F2R7QAK,954301531,1998-01-05,Poland,true,Andonis,Bigender,Jennison,"Tucson, Arizona - 2609",true
a003B000005F2R8QAK,943808173,1990-11-12,South Africa,false,Arney,Genderqueer,Schober,"Nogales, Arizona - 2604",true
a003B000005F2R9QAK,933967118,1980-09-15,Poland,false,Billie,Genderqueer,Krale,"Buffalo, New York - 0901",true
a003B000005F2RAQA0,171684864,1955-10-03,China,false,Demetra,Bigender,Jagoe,"Albuquerque, New Mexico - 2407",true
a003B000005F2RBQA0,747678644,1984-08-26,Mexico,true,Sandie,Genderqueer,Stot,"Amarillo, Texas - 5502",true
a003B000005F2RCQA0,802704720,1985-09-13,Colombia,true,Johan,Polygender,O'Longain,"Amarillo, Texas - 5502",true
a003B000005F2RDQA0,340102775,1985-09-08,Kenya,false,Shaine,Genderfluid,Sneaker,"Amarillo, Texas - 5502",true
a003B000005F2REQA0,619491062,1959-02-25,Indonesia,false,Anna-maria,Female,Huniwall,"Rio Grande City, Texas - 2307",true
a003B000005F2RFQA0,503939252,1973-12-19,China,false,Joachim,Bigender,Matschek,"Rio Grande City, Texas - 2307",true
a003B000005F2RGQA0,628609053,1952-09-14,United States,false,Avrit,Female,Kennerley,"Albuquerque, New Mexico - 2407",true
a003B000005F2RHQA0,488473810,1966-07-30,China,false,Lucais,Agender,Stanney,"Albuquerque, New Mexico - 2407",true
a003B000005F2RIQA0,380231076,1954-08-19,China,false,Lotty,Bigender,Ligertwood,"Amarillo, Texas - 5502",true
a003B000005F2RJQA0,520231071,1991-07-22,Russia,true,Feliza,Genderfluid,Drewe,"Calexico East - Class A, California - 2507",true
a003B000005F2RKQA0,772238403,1969-07-18,United Kingdom,true,Anders,Polygender,Gerretsen,"Tucson, Arizona - 2609",true
a003B000005F2RLQA0,433034924,1978-04-07,Armenia,true,Beau,Genderfluid,Dand,"Amarillo, Texas - 5502",true
a003B000005F2RMQA0,970886098,1972-10-04,Ireland,false,Loren,Female,Altofts,"Calexico East - Class A, California - 2507",true
a003B000005F2RNQA0,202259760,1985-01-18,Portugal,false,Francklin,Genderqueer,Osgorby,"Rio Grande City, Texas - 2307",true
a003B000005F2ROQA0,587085160,1957-12-26,Russia,true,Luz,Non-binary,Szabo,"Calexico East - Class A, California - 2507",true
a003B000005F2RPQA0,427628576,1965-07-11,China,true,Jo,Non-binary,Cooksey,"Nogales, Arizona - 2604",true
a003B000005F2RQQA0,597804667,1987-05-02,Indonesia,false,Caprice,Male,Natwick,"Buffalo, New York - 0901",true
a003B000005F2RRQA0,146333594,1991-08-29,Norway,true,Marybeth,Polygender,Davidwitz,"Buffalo, New York - 0901",true
a003B000005F2RSQA0,409455557,1970-09-18,Japan,true,Betty,Agender,Klehn,"Rio Grande City, Texas - 2307",true
a003B000005F2RTQA0,209389410,1988-12-10,Russia,false,Vi,Polygender,de Copeman,"Amarillo, Texas - 5502",true
a003B000005F2RUQA0,735593382,1966-10-10,Peru,false,Sada,Agender,Bendson,"Rio Grande City, Texas - 2307",true
a003B000005F2RVQA0,341464824,1961-02-20,Mexico,false,Lona,Polygender,O'Downe,"Buffalo, New York - 0901",true
a003B000005F2RWQA0,848212533,1969-11-25,Mexico,true,Alia,Male,Cantillion,"Rio Grande City, Texas - 2307",true
a003B000005F2RXQA0,896569420,1972-10-18,Philippines,true,Angel,Female,Feek,"Calexico East - Class A, California - 2507",true
a003B000005F2RYQA0,240414248,1994-05-12,Brazil,true,Jeff,Female,Greedier,"Tucson, Arizona - 2609",true
a003B000005F2RZQA0,324147148,1973-06-04,Portugal,false,Casar,Genderfluid,Gotthard.sf,"Buffalo, New York - 0901",true
a003B000005F2RaQAK,945891467,1970-07-03,Mexico,false,Gardy,Agender,Cisec,"Nogales, Arizona - 2604",true
a003B000005F2RbQAK,263397758,1992-08-05,Philippines,false,Sile,Genderfluid,Carlill,"Buffalo, New York - 0901",true
a003B000005F2RcQAK,302886819,1984-10-09,Indonesia,true,Ernst,Male,Audiss,"Albuquerque, New Mexico - 2407",true
a003B000005F2RdQAK,743683322,1958-06-05,Armenia,false,Riley,Bigender,Juggings,"Tucson, Arizona - 2609",true
a003B000005F2ReQAK,902060065,1989-08-13,United States,false,Ramsay,Female,Males,"Rio Grande City, Texas - 2307",true
a003B000005F2RfQAK,716006502,1954-02-18,China,false,Emelita,Genderfluid,Holdron,"Calexico East - Class A, California - 2507",true
a003B000005F2RgQAK,133656490,1979-08-09,Poland,false,Lalo,Non-binary,Beekmann,"Rio Grande City, Texas - 2307",true
a003B000005F2bBQAS,693534078,1984-01-24,China,true,Maddy,Non-binary,Mitchenson,"Buffalo, New York - 0901",true
a003B000005F2bCQAS,437852061,1972-12-03,Portugal,true,Archibaldo,Polygender,Conroy,"Nogales, Arizona - 2604",true
a003B000005F2bDQAS,548006081,1976-03-20,China,false,Edgardo,Female,Mawhinney,"Tucson, Arizona - 2609",true
a003B000005F2bEQAS,543784690,1963-02-12,Curacao,true,Marion,Genderfluid,Grayley,"Rio Grande City, Texas - 2307",true
a003B000005F2bFQAS,613149122,1957-09-29,Syria,false,Hiram,Agender,Lombard,"Albuquerque, New Mexico - 2407",true
a003B000005F2bGQAS,910470825,1986-11-15,Nigeria,true,Farlay,Agender,McArthur,"Tucson, Arizona - 2609",true
a003B000005F2bHQAS,157482306,1964-08-24,Philippines,false,Paulita,Agender,Wasiel,"Amarillo, Texas - 5502",true
a003B000005F2bIQAS,815883863,1965-09-11,Israel,false,Sheila-kathryn,Agender,Frearson,"Calexico East - Class A, California - 2507",true
a003B000005F2bJQAS,476419904,1987-07-09,China,false,Mavis,Non-binary,Trangmar,"Tucson, Arizona - 2609",true
a003B000005F2bKQAS,904667750,1955-08-17,Madagascar,true,Greer,Female,Yearsley,"Rio Grande City, Texas - 2307",true
a003B000005F2bLQAS,567911560,1993-11-09,Cyprus,true,Vinnie,Genderfluid,MacGowing,"Albuquerque, New Mexico - 2407",true
a003B000005F2bMQAS,704947339,1973-11-05,Ireland,true,Dawna,Female,Lorinez,"Albuquerque, New Mexico - 2407",true
a003B000005F2bNQAS,811462364,1990-03-19,Russia,true,Murray,Male,Haily,"Nogales, Arizona - 2604",true
a003B000005F2bOQAS,229243870,1970-07-03,Mexico,true,Hadria,Non-binary,Pickup,"Rio Grande City, Texas - 2307",true
a003B000005F2bPQAS,709516895,1980-10-27,Indonesia,true,Tonya,Genderfluid,Ploughwright,"Rio Grande City, Texas - 2307",true
a003B000005F2bQQAS,906867193,1970-02-02,United States,false,Cornall,Bigender,Canepe,"Calexico East - Class A, California - 2507",true
a003B000005F2bRQAS,710866327,1958-06-04,Indonesia,true,Dun,Genderqueer,Spehr,"Amarillo, Texas - 5502",true
a003B000005F2bSQAS,324815867,1951-04-17,China,false,Denna,Genderqueer,Mackstead,"Tucson, Arizona - 2609",true
a003B000005F2bTQAS,765897494,1971-10-06,Russia,false,Ely,Genderfluid,Medlin,"Nogales, Arizona - 2604",true
a003B000005F2bUQAS,461859300,1965-04-15,Sweden,true,Kevin,Bigender,Furze,"Albuquerque, New Mexico - 2407",true
a003B000005F2bVQAS,570449103,1991-06-24,Argentina,false,Morey,Non-binary,Frier,"Buffalo, New York - 0901",true
a003B000005F2bWQAS,732445372,1990-05-14,Indonesia,false,Kaila,Polygender,Beven,"Tucson, Arizona - 2609",true
a003B000005F2bXQAS,692178548,1990-10-29,Afghanistan,true,Dedie,Bigender,Doick,"Albuquerque, New Mexico - 2407",true
a003B000005F2bYQAS,225585014,1966-01-14,Indonesia,true,Cate,Bigender,Gong,"Albuquerque, New Mexico - 2407",true
a003B000005F2bZQAS,656488682,1996-03-27,South Korea,false,Leonard,Male,Furmston,"Albuquerque, New Mexico - 2407",true
a003B000005F2baQAC,649578710,1990-10-14,Portugal,true,Zondra,Agender,Jelf,"Albuquerque, New Mexico - 2407",true
a003B000005F2bbQAC,907293178,1987-09-29,China,false,Kayley,Female,Biaggi,"Albuquerque, New Mexico - 2407",true
a003B000005F2bcQAC,326029544,1953-06-23,United States,true,Micki,Genderfluid,Lace,"Buffalo, New York - 0901",true
a003B000005F2bdQAC,944313691,1977-10-17,Indonesia,false,Tiffy,Genderfluid,Geach,"Rio Grande City, Texas - 2307",true
a003B000005F2beQAC,175738357,1984-03-04,East Timor,false,Ferrell,Male,Jendrassik,"Nogales, Arizona - 2604",true
a003B000005F2bfQAC,553436308,1962-02-07,Poland,false,Raffarty,Female,Rajchert,"Rio Grande City, Texas - 2307",true
a003B000005F2bgQAC,864999985,1961-07-16,Israel,false,Blinni,Non-binary,Mewha,"Albuquerque, New Mexico - 2407",true
a003B000005F2bhQAC,256956776,1969-03-17,Indonesia,false,Nevins,Polygender,Ollive,"Nogales, Arizona - 2604",true
a003B000005F2biQAC,837475660,1981-04-19,Madagascar,true,Mylo,Agender,Robberecht,"Tucson, Arizona - 2609",true
a003B000005F2bjQAC,885031015,1957-09-01,Indonesia,true,Urbain,Bigender,Street,"Nogales, Arizona - 2604",true
a003B000005F2bkQAC,305505387,1991-06-12,China,false,Clair,Genderqueer,Grisard,"Rio Grande City, Texas - 2307",true
a003B000005F2blQAC,117383750,1956-04-25,Indonesia,true,Adelaida,Non-binary,Laister,"Rio Grande City, Texas - 2307",true
a003B000005F2bmQAC,799888465,1998-09-26,China,true,Jeanelle,Non-binary,De Bruijn,"Rio Grande City, Texas - 2307",true
a003B000005F2bnQAC,632176614,1963-04-15,China,false,Blisse,Genderqueer,Kevis,"Albuquerque, New Mexico - 2407",true
a003B000005F2boQAC,586039181,1971-09-12,Sweden,true,Etty,Genderfluid,Ryton,"Albuquerque, New Mexico - 2407",true
a003B000005F2RhQAK,977122872,1994-03-13,Yemen,false,Pierette,Non-binary,Causier,"Albuquerque, New Mexico - 2407",true
a003B000005F2RiQAK,989015184,1970-06-10,Germany,true,Sibyl,Polygender,Fidoe,"Albuquerque, New Mexico - 2407",true
a003B000005F2RjQAK,113814489,1964-03-07,China,false,Kaela,Male,Faier,"Nogales, Arizona - 2604",true
a003B000005F2RkQAK,574207863,1985-08-02,Indonesia,true,Ario,Male,Mendes,"Amarillo, Texas - 5502",true
a003B000005F2RlQAK,873925580,1961-11-04,China,true,Matthieu,Bigender,David,"Amarillo, Texas - 5502",true
a003B000005F2RmQAK,785255622,1952-11-13,Czech Republic,false,Valerye,Polygender,Woollaston,"Buffalo, New York - 0901",true
a003B000005F2RnQAK,382127408,1974-08-15,Palestinian Territory,true,Eldredge,Male,Worsnup,"Calexico East - Class A, California - 2507",true
a003B000005F2RoQAK,415119831,1975-12-08,Sri Lanka,true,Renato,Genderqueer,Ivanets,"Calexico East - Class A, California - 2507",true
a003B000005F2RpQAK,947026342,1975-12-19,Brazil,true,Dagmar,Genderqueer,Setterfield,"Rio Grande City, Texas - 2307",true
a003B000005F2RqQAK,779528605,1995-08-19,China,true,Rolland,Female,Sautter,"Amarillo, Texas - 5502",true
a003B000005F2RrQAK,287965626,1994-12-13,Philippines,true,Shamus,Female,Wilcockes,"Calexico East - Class A, California - 2507",true
a003B000005F2RsQAK,482813595,1958-08-01,Portugal,true,Dillie,Polygender,Houtbie,"Albuquerque, New Mexico - 2407",true
a003B000005F2RtQAK,619061334,1963-02-05,United States,true,Maria,Female,Roz,"Amarillo, Texas - 5502",true
a003B000005F2RuQAK,898619795,1985-01-04,China,false,Nate,Non-binary,McGeorge,"Nogales, Arizona - 2604",true
a003B000005F2RvQAK,565017379,1962-05-19,Poland,false,Deonne,Female,Sutcliff,"Tucson, Arizona - 2609",true
a003B000005F2RwQAK,122169420,1973-02-15,Russia,false,Ashien,Genderfluid,Aleavy,"Amarillo, Texas - 5502",true
a003B000005F2RxQAK,167193564,1974-05-19,Vietnam,false,Harald,Genderqueer,Pickford,"Nogales, Arizona - 2604",true
a003B000005F2RyQAK,418335256,1965-08-13,United States,true,Tomasine,Male,Wakeford,"Calexico East - Class A, California - 2507",true
a003B000005F2RzQAK,981521371,1972-06-14,Pakistan,true,Paulie,Genderqueer,Garlant,"Albuquerque, New Mexico - 2407",true
a003B000005F2S0QAK,418168976,1994-02-09,China,false,Clark,Female,Treanor,"Buffalo, New York - 0901",true
a003B000005F2S1QAK,288873252,1983-06-19,China,true,Robbi,Polygender,Wakeham,"Rio Grande City, Texas - 2307",true
a003B000005F2S2QAK,404112381,1984-02-14,Indonesia,false,Vitia,Female,Davidek,"Calexico East - Class A, California - 2507",true
a003B000005F2S3QAK,689640583,1957-02-24,Portugal,false,Wilfred,Non-binary,Swadlin,"Nogales, Arizona - 2604",true
a003B000005F2S4QAK,970059746,1973-04-09,Micronesia,true,Colas,Male,Lowsely,"Amarillo, Texas - 5502",true
a003B000005F2S5QAK,948066165,1950-06-28,Brazil,true,Madison,Genderfluid,Bister,"Calexico East - Class A, California - 2507",true
a003B000005F2S6QAK,290654885,1972-01-10,Ukraine,false,Chane,Genderqueer,Harle,"Amarillo, Texas - 5502",true
a003B000005F2S7QAK,878616854,1972-01-17,Jamaica,true,Wilden,Female,Galbreath,"Tucson, Arizona - 2609",true
a003B000005F2S8QAK,671449281,1962-09-12,Cuba,true,Valenka,Polygender,MacAne,"Tucson, Arizona - 2609",true
a003B000005F2S9QAK,538291470,1997-03-09,China,true,Clovis,Genderfluid,Folbige,"Calexico East - Class A, California - 2507",true
a003B000005F2SAQA0,554264208,1956-04-08,China,false,Bunny,Genderqueer,Crocetti,"Tucson, Arizona - 2609",true
a003B000005F2SBQA0,521797620,1970-11-25,Indonesia,true,Thorsten,Female,Loving,"Albuquerque, New Mexico - 2407",true
a003B000005F2SCQA0,426684947,1989-08-10,Portugal,true,Jenica,Agender,Howett,"Rio Grande City, Texas - 2307",true
a003B000005F2SDQA0,397432291,1970-09-01,Brazil,false,Janith,Female,Tubridy,"Tucson, Arizona - 2609",true
a003B000005F2SEQA0,868865484,1980-08-29,Russia,false,Vale,Genderfluid,Pentycost,"Calexico East - Class A, California - 2507",true
a003B000005F2SFQA0,566261038,1952-07-19,Panama,true,Spence,Agender,Ruddin,"Rio Grande City, Texas - 2307",true
a003B000005F2SGQA0,733663694,1978-01-06,Germany,false,Rosco,Genderqueer,Lammerich,"Albuquerque, New Mexico - 2407",true
a003B000005F2SHQA0,718699298,1973-12-09,Democratic Republic of the Congo,true,Bobinette,Polygender,Mulliner,"Calexico East - Class A, California - 2507",true
a003B000005F2SIQA0,191031847,1983-10-20,Morocco,true,Locke,Polygender,Ashlin,"Tucson, Arizona - 2609",true
a003B000005F2SJQA0,932762980,1985-03-10,Brazil,false,Jacquette,Genderqueer,Adlington,"Albuquerque, New Mexico - 2407",true
a003B000005F2SKQA0,681015571,1995-06-21,Philippines,false,Lucine,Male,Daintith,"Calexico East - Class A, California - 2507",true
a003B000005F2bpQAC,371996169,1967-04-29,Armenia,true,Giulio,Polygender,Yarnley,"Calexico East - Class A, California - 2507",true
a003B000005F2bqQAC,836810940,1974-01-09,Greece,true,Pearce,Polygender,Grice,"Tucson, Arizona - 2609",true
a003B000005F2brQAC,922970318,1951-04-04,France,true,Tulley,Bigender,Leftridge,"Amarillo, Texas - 5502",true
a003B000005F2bsQAC,742756173,1967-08-29,Pakistan,true,Bendite,Non-binary,Carwardine,"Rio Grande City, Texas - 2307",true
a003B000005F2btQAC,767962920,1969-12-09,Philippines,false,Justina,Female,Lechmere,"Tucson, Arizona - 2609",true
a003B000005F2buQAC,217702002,1966-01-04,China,false,Joni,Genderfluid,Brodeur,"Rio Grande City, Texas - 2307",true
a003B000005F2bvQAC,400461480,1977-12-25,Slovenia,true,Gib,Male,Prendeville,"Nogales, Arizona - 2604",true
a003B000005F2bwQAC,212383623,1978-07-10,United States,true,Patrica,Genderfluid,Kytley,"Nogales, Arizona - 2604",true
a003B000005F2bxQAC,269174292,1950-04-09,Russia,true,Kyle,Agender,Yell,"Calexico East - Class A, California - 2507",true
a003B000005F2byQAC,322415105,1982-09-16,Indonesia,true,Casar,Bigender,Harman,"Calexico East - Class A, California - 2507",true
a003B000005F2bzQAC,673650940,1957-10-27,China,true,Aloin,Genderfluid,Thresh,"Tucson, Arizona - 2609",true
a003B000005F2c0QAC,701164707,1973-07-12,Russia,true,Cortie,Agender,Hirthe,"Buffalo, New York - 0901",true
a003B000005F2c1QAC,210720580,1971-12-10,Czech Republic,false,Aldrich,Non-binary,McGibbon,"Buffalo, New York - 0901",true
a003B000005F2c2QAC,479581265,1961-10-30,Indonesia,false,Peterus,Male,Van Halen,"Albuquerque, New Mexico - 2407",true
a003B000005F2c3QAC,243417599,1967-02-23,Portugal,true,Dara,Non-binary,Desson,"Rio Grande City, Texas - 2307",true
a003B000005F2c4QAC,397963026,1966-09-27,China,true,Jennie,Polygender,Korlat,"Albuquerque, New Mexico - 2407",true
a003B000005F2c5QAC,154690327,1978-12-16,China,false,Martita,Genderqueer,Dimeloe,"Amarillo, Texas - 5502",true
a003B000005F2c6QAC,241998358,1952-06-02,Croatia,true,Tracy,Female,Tuffell,"Amarillo, Texas - 5502",true
a003B000005F2c7QAC,568572207,1998-04-12,Philippines,true,Randi,Genderqueer,Stag,"Rio Grande City, Texas - 2307",true
